user_id,item_list
9166,27117  22620  26303  26525  27351  25684  28221  27985  22623  16442
9167,2118  2249  2119  2255  23636  9707  2159  2307  2163  9704
9168,6164  6161  6169  6167  8768  8800  11560  8655  17648  11574
9169,10114  10077  10119  10566  10047  10164  10532  6678  15501  6373
9170,19608  36185  27413  14350  33263  27206  7964  8108  20737  35234
9171,10214  10172  9993  10272  10255  10069  15635  10450  7268  10168
9172,15754  9627  4659  4968  5541  23486  23507  13976  13909  5015
9173,11154  4964  2588  11152  11151  11161  1720  4280  2652  1718
9174,1425  22688  22565  15297  21909  18964  22714  11526  21378  22616
9175,16332  15907  16441  14948  31397  31234  16336  14947  3063  5735
9176,27304  31611  31185  7642  33180  36803  30334  32058  30905  32799
9177,16306  16269  16280  16418  13674  23777  23289  23271  23277  13643
9178,29050  31290  17624  15887  17628  19175  18950  18924  19176  17623
9179,9048  8961  11257  9049  11253  9209  11248  8978  30282  178
9180,11148  11147  30501  13196  1043  6060  244  17630  11149  29215
9181,24838  24556  25803  25568  25844  25806  25569  25292  32723  32487
9182,6869  6568  6862  3810  6878  19480  8736  3814  13354  2376
9183,11161  4194  10053  8671  10089  10169  7703  10116  13891  7549
9185,3697  2609  6321  15887  53  2598  15957  9531  14106  884
9186,28583  29029  12228  24458  24888  26877  19676  35360  33475  10501
9187,33074  27562  27563  30913  27568  35485  21001  34237  36880  27569
9188,4579  4607  4709  4659  9876  4968  28681  4313  4806  21138
9189,25435  31847  31849  26033  26049  26208  27913  27298  20305  36784
9190,22805  32185  32450  12201  32776  22798  22800  36789  22969  12214
9192,14582  26332  14613  36620  25001  31812  14661  8164  36687  36585
9193,2591  12032  5354  525  190  9622  12620  7138  6353  7207
9194,20498  24191  20499  11129  11077  30855  26085  26302  23929  25077
9195,31126  31101  15097  31096  31083  15090  31116  9274  15093  31081
9196,5082  5083  11148  5081  11147  10498  16314  20518  22052  2165
9197,22697  22497  31205  31206  19117  18817  29569  3019  3866  2780
9198,23636  10973  10983  17503  4673  17504  21514  17500  4639  1915
9199,1687  7549  11666  4555  7548  11665  987  31648  31647  2180
9200,18553  22692  31421  15529  30040  1495  31591  31237  18511  8421
9201,23018  29307  12320  16653  29689  23425  29350  29275  22056  29685
9202,1646  3259  9658  3295  5041  8525  9676  3677  9718  9733
9203,5431  3697  420  10267  2591  15795  4242  15821  53  3412
9204,10622  7642  7643  9047  1070  10845  1078  7424  10710  1399
9205,5436  8610  2605  5431  8724  7230  2577  6862  3157  6349
9206,1892  2327  8221  1928  1968  1890  2342  1927  15954  8206
9207,241  11150  14158  237  2895  466  11154  11161  2592  2593
9208,1739  19640  16084  19987  16083  25807  30979  16122  8039  8872
9209,17123  12640  5434  17127  9173  249  15763  15836  11161  8603
9210,11367  18879  11379  11344  11330  11396  10578  11377  7257  5374
9211,15489  13914  15614  13913  6884  5359  14876  1720  15615  10515
9212,16705  29357  16728  4756  16679  16669  28751  4457  16788  16670
9213,16035  16088  16036  16062  5448  5460  16051  5406  12045  11823
9214,5656  6115  5539  5540  23998  601  17627  15086  5356  4194
9215,18833  22041  8505  17728  672  9765  2820  74  8569  18842
9216,572  6987  512  21288  9391  23494  21291  384  13848  6166
9217,17989  17833  17835  17811  17859  17837  17996  17992  17848  17829
9218,9858  8745  21190  15929  1084  207  15210  1544  9852  618
9219,28958  17686  282  28983  3146  572  11580  2774  4594  28982
9220,6133  5920  5682  9494  29139  22945  9534  2139  4534  18682
9221,12640  5486  171  17704  176  5482  9191  15675  143  287
9222,16962  16963  6426  17719  14069  21  6425  13706  14066  15994
9224,2222  11360  4185  3670  11353  30432  7220  29122  11004  16001
9225,808  803  841  360  488  426  489  427  486  3749
9226,7213  15909  15513  933  14916  15885  14880  15897  4827  15925
9227,508  11965  117  11964  3638  9425  4397  9137  2564  2782
9228,6461  6848  8612  6846  6277  6226  6653  9467  15695  1720
9229,7090  7018  2560  7095  7045  4826  7144  7224  7104  11962
9230,11211  11208  11210  3184  11207  10367  5055  3357  3373  10395
9231,3061  22507  10197  22508  8671  9985  9944  10248  9971  5359
9232,99  15906  4914  12440  16938  10379  8662  5054  15912  13069
9233,13606  2666  27392  4937  29205  6444  13671  4224  7746  6420
9234,14730  207  8741  3883  268  405  3151  3034  9433  283
9235,20405  2556  2662  23390  339  24011  20045  2565  26117  7297
9236,15819  14923  15690  6759  15818  6758  1038  6760  12406  14871
9237,23277  21937  15868  18217  6987  21634  21648  23138  15822  21615
9238,34684  34695  26309  26907  26038  8400  14582  26951  9257  9220
9239,3463  3378  8670  3570  3515  987  3049  8671  1451  7701
9240,11894  11903  371  369  15070  997  15016  178  7458  14856
9241,6240  11812  15653  15648  18871  12102  7259  11161  6662  6275
9242,6489  6677  6788  8662  1897  6845  9243  9188  7857  6373
9243,6503  426  487  5357  6344  6499  6678  1438  5366  489
9244,10228  7196  13790  9989  6529  10328  13775  3331  10414  7194
9245,9971  9935  9188  6667  6653  7857  8662  6864  10058  6966
9246,14892  7266  14901  13039  14900  6528  14855  6529  14969  367
9247,5482  15685  21474  4130  4373  15765  11778  7554  17702  17685
9248,34641  11078  35078  27106  35566  11098  36083  36738  28026  36504
9249,6169  6162  177  6167  176  10006  6161  171  8074  11568
9251,5405  9214  5532  17119  5528  5431  6503  5533  5462  5373
9252,6353  6433  6875  4169  15734  4835  15606  14950  5070  9858
9253,11753  4142  18304  28830  3177  7121  3408  24361  3458  6316
9254,26858  35942  27474  27538  35106  14520  5266  14996  14972  5174
9255,11950  6348  6822  7020  672  39  3931  9765  8505  127
9257,7780  7783  9241  5335  5486  12036  9865  9858  11541  7778
9258,6731  1075  6546  18647  9787  471  11143  2820  18609  28731
9259,11436  11003  11406  6865  6680  6531  14896  10522  6528  15613
9260,17636  15452  578  17630  19182  17622  18572  15658  955  15433
9261,3350  15654  13940  3349  5361  5370  13842  7792  7213  5373
9262,11812  6658  6655  6662  6667  6657  15882  7412  9631  15606
9263,6392  9985  9971  10089  9944  5480  6529  10053  6531  1718
9264,15897  15909  933  15885  6972  6342  6667  6656  15925  6658
9265,15086  4194  13725  13891  3187  3488  6351  6359  299  362
9266,18413  15161  21940  9434  14143  464  31922  18427  8760  11969
9267,11124  10626  10739  12098  12932  10127  12933  12934  22164  12070
9268,10153  15580  10214  10135  10202  10129  10094  10185  10149  10144
9269,5448  5697  416  5699  5406  5461  11329  11335  3350  4055
9270,24458  12391  12228  25643  6530  6531  6529  5844  34096  7549
9271,25668  11752  25643  6187  24152  17184  6178  32470  2738  6169
9273,10197  9354  6528  10089  11716  6754  24355  1965  6755  6752
9274,4930  4843  10129  8662  10153  10272  10079  9305  10055  3433
9275,6851  17  11821  6856  6854  6344  6852  9997  10065  6853
9277,3629  14792  7778  2557  3411  7776  7101  4060  34774  9108
9278,24458  12391  26877  17699  17705  17700  30220  17698  12205  24441
9279,6864  6656  6681  6531  6655  6528  6240  6278  6277  6275
9280,6751  6584  6756  6759  6757  6760  6744  4297  6742  4601
9281,14748  2496  399  2916  3410  675  9229  9211  120  186
9282,1046  2599  13841  14916  6400  2626  14880  7783  7779  9241
9283,11600  11762  6183  5447  4939  5442  11563  16932  6182  29030
9284,23420  15469  7542  5523  9248  5480  4224  5524  15496  6941
9285,27518  35119  19964  26093  30828  27531  33579  24423  7898  11077
9286,9356  5827  22702  7995  1573  966  3101  5577  4692  17655
9287,12417  11046  10903  11045  17322  17320  17319  4926  17335  7833
9288,7457  18251  6270  146  7458  10522  16042  1741  147  863
9289,973  1157  1796  548  549  547  1045  1529  4280  1799
9290,22608  4297  9212  22675  9173  9659  9181  12501  6146  9178
9291,8221  17425  653  11258  11676  11271  8206  8229  9073  7367
9292,28804  10692  6630  9212  29641  10620  10654  9173  6541  8625
9293,6408  9676  6414  6474  9677  28320  23006  5039  1778  21364
9294,13856  12105  13863  9021  6414  6160  11367  6273  370  6408
9295,7743  7744  7739  30300  5827  25661  7740  10734  5959  6074
9296,9031  9032  9077  10058  6150  10602  10568  6300  15823  8968
9297,20016  34581  34290  34686  26356  35169  26944  26430  27739  14173
9298,9181  15796  5482  9038  6474  4276  1741  2930  8983  5528
9299,25090  34572  25246  25243  12105  34135  36364  24922  12215  24936
9300,12105  11359  11329  12176  11326  11383  11475  12174  12121  563
9301,10787  20555  37971  21095  14535  20607  36336  25462  20608  30647
9302,11657  5888  19299  19352  12089  7485  15866  19301  7533  16041
9303,10631  11335  11326  11343  10646  397  16055  11347  7221  10058
9304,9173  6378  6499  9190  6845  9214  5527  667  6374  5486
9305,19987  19639  19641  32023  34575  30369  24898  25248  29859  31843
9306,5622  17524  5620  648  18534  21502  29911  21440  18345  7572
9307,17334  1808  8288  8337  30591  8310  25784  8301  8335  8306
9308,18925  18769  28603  31260  31415  28600  28608  24288  31591  30121
9309,2638  2667  8650  9345  13087  3670  4313  9247  4130  1254
9310,4573  31421  4205  31591  31590  31592  4930  31595  9243  64
9311,31420  31590  28604  31418  4994  2896  31595  12789  9486  28611
9312,29354  29392  29382  2039  7706  28631  5167  30470  29347  5134
9313,28603  28791  18552  28610  15532  22578  15299  25754  15544  22587
9314,13747  15803  13746  16524  16297  23006  28600  4023  18519  5039
9315,1492  18535  18537  28613  15529  23619  1474  4464  22431  3730
9316,1193  1960  18563  607  23804  23788  16308  1996  22609  16507
9317,29284  21983  29606  29300  21495  4191  9474  29424  5181  21975
9318,32639  23715  28233  32190  21941  17041  23852  33611  26348  4937
9319,17105  17109  5632  6048  2774  7854  4320  18553  31073  18083
9320,4207  21442  5436  8724  11500  2577  28697  18617  7234  8610
9321,18583  3080  10586  2969  7160  5541  10650  14161  11575  6577
9322,16313  17261  17263  3162  5019  3158  4342  2456  154  4906
9323,11147  3671  11149  6408  3295  8806  4185  6414  3062  6474
9324,11150  11154  15544  11161  11151  4280  28789  4103  30001  3434
9325,12618  9191  15796  177  9213  249  9190  3144  9177  9212
9326,6653  6667  6662  6654  6864  6226  5054  11329  6657  11335
9328,6151  17119  5361  5370  53  2905  2936  9178  15685  525
9329,12934  6151  7945  5361  6230  6259  7928  12923  5370  2591
9330,6150  6151  3697  177  5361  176  5370  5356  143  2904
9331,5406  5370  13925  11343  11370  5361  11335  6151  10691  11329
9332,4298  18651  357  4601  4992  21938  15000  3439  3062  1494
9333,3055  28705  21617  12714  12720  14888  15239  2755  11548  14947
9334,13963  13821  9903  4691  1380  9380  6942  9379  1379  15556
9335,286  15835  17120  9178  9191  17127  12597  249  12640  17123
9336,11289  6344  25651  11276  11275  11546  11282  11277  13954  6652
9337,7579  7762  3598  7763  7577  7578  20976  3565  29516  7815
9338,11154  4280  14891  18833  5524  5479  5664  7780  5665  4253
9339,31648  31646  31645  33481  8247  34944  33621  8243  525  6299
9340,10631  11151  11150  11152  10151  17387  10598  12936  7263  11154
9341,10935  17379  10825  8236  23398  21838  10842  12110  8241  17365
9342,10361  10409  7548  7702  10407  7547  7703  17709  4840  9305
9343,6652  6852  6853  6855  9986  14914  5657  11821  17  6856
9344,4222  1053  8503  12763  1414  2699  18393  23403  21642  7560
9345,4519  23430  15525  13684  25333  3337  698  1692  13845  8666
9346,12024  20051  22559  32820  778  1979  1983  1975  20021  14219
9347,21124  31102  31096  21118  17736  21122  20851  2755  6911  25696
9348,2171  10565  1115  6078  10581  1610  1614  10606  11510  21006
9349,5621  5622  12138  12113  13040  12243  6037  4005  3351  7656
9350,10028  10054  10084  3976  10105  9962  8926  426  10198  10088
9351,13976  12401  13909  11626  6373  13937  6387  6677  7890  7499
9352,4926  7723  6555  10270  3335  6557  15513  10387  10363  7882
9353,14154  22460  488  1117  489  426  485  486  15634  28958
9355,7067  7020  13778  8723  4964  8757  2591  9622  2600  3155
9356,115  8777  15278  17681  8687  8699  11607  17630  244  17636
9357,3106  8661  5354  12720  7414  3098  18499  7207  3107  14891
9358,11148  11146  6060  3608  8581  3577  9827  18355  9812  9434
9359,9434  728  18370  5654  4426  2637  11713  9447  22371  18427
9360,1194  7815  29380  17150  29419  7736  7590  19034  29379  29391
9361,1437  1438  427  10276  1117  488  489  485  9079  1521
9362,4320  21083  9559  30158  3956  13108  2001  20898  4903  9507
9363,4185  13476  3670  13604  13602  21652  5656  6114  21478  13393
9364,18504  12591  6890  6889  2806  2851  15107  3839  9130  6353
9365,7803  13907  7801  13842  7799  5359  6356  4253  2577  798
9366,15133  2782  2861  675  3825  2496  173  305  15104  2858
9367,5373  5405  11482  5370  9919  5361  5406  6151  10789  618
9368,3074  3135  13684  2496  18123  13845  15165  698  12591  759
9369,9306  11431  6212  16934  6211  1347  7048  832  17648  12450
9370,7489  6951  7320  6556  2662  7081  16898  14937  2565  340
9371,5642  6259  5544  8619  10016  10084  10105  2884  2866  12591
9372,7970  14846  15063  15019  15003  370  369  12105  6272  12116
9373,9971  9985  9935  9187  10004  9243  4838  9242  7857  9188
9374,8373  16595  35200  35842  33700  36212  5623  16583  5624  14293
9375,7063  11502  2560  7018  28636  23580  2813  7045  7224  7142
9376,134  7098  15461  9377  15622  5481  3345  4439  3139  18244
9377,10619  10730  11317  10557  10550  10593  12945  15995  811  150
9378,13731  3598  17385  3505  5353  5771  3565  17446  17369  3671
9379,18445  16627  16681  22133  5079  18168  16682  16674  22179  16685
9380,26070  8768  33357  16819  11574  30689  16769  16777  11579  16827
9381,1450  7662  17301  911  7806  10995  10298  17302  10768  7660
9383,10263  2153  9297  6686  7937  6593  29164  5015  10387  2453
9384,7382  7306  7286  17383  7182  7387  10127  8110  10001  17377
9385,27744  36085  8298  8288  13811  770  13817  6652  6047  28250
9386,845  584  843  848  819  23426  11150  842  1765  15469
9387,29164  4849  9314  2622  8741  4220  3439  9348  4601  4316
9388,7966  7959  33726  34754  17700  17706  21477  7958  30220  25189
9389,19754  20492  23708  23540  23994  23526  11560  7267  14892  7367
9390,31645  33481  4937  14199  17706  33621  17698  21477  30499  31646
9391,2648  6753  13998  6756  7843  18624  6759  951  4584  3639
9392,30407  17265  12629  30284  4220  1319  9348  27361  13153  19433
9393,13997  14748  7844  1781  11753  8632  10751  1380  1374  2317
9394,9178  15796  9181  6842  6344  5735  7230  4230  2599  9191
9395,5523  5524  5664  5479  11738  15836  11762  11600  17630  11601
9396,6169  9181  9178  6178  9213  9190  6168  6179  16912  6187
9397,6869  8736  6862  3813  2928  7138  8669  15568  31795  525
9398,9865  11488  5389  177  5366  171  11549  4280  12618  9956
9399,31708  30619  30641  31712  9082  11259  11260  30993  18251  9202
9400,2930  5527  8196  6302  8199  30775  5482  7927  5590  287
9401,5909  6951  11371  11344  7488  9075  13712  177  11336  11361
9402,17122  9173  8655  8768  2930  11609  11557  9178  171  11550
9403,5882  11662  20117  177  32329  17704  12157  15763  176  171
9404,11150  11151  5598  171  176  22314  470  5600  6408  11560
9406,5370  5405  5361  488  6151  387  6150  5406  12365  8576
9408,5883  175  5527  177  9352  287  5482  5486  143  15765
9409,19769  20056  248  19767  19768  4000  30317  10105  7723  10016
9410,12143  12174  12193  25452  12216  1574  12128  1730  9681  12121
9411,11150  11151  11152  11154  8661  10590  766  171  175  176
9412,2609  15887  175  3365  6934  3697  10077  884  20945  2577
9413,31791  6653  2905  6667  6656  418  6662  6654  6864  7793
9414,4185  1  2609  5528  15822  6321  15887  15835  15797  248
9415,171  175  176  2904  470  590  17406  3858  17360  12618
9416,470  15617  13951  9972  3436  15616  11985  15755  13940  15757
9417,12215  11412  12142  12148  11430  11390  1225  6630  398  563
9418,11347  11343  3105  29235  10771  16083  17655  11407  5577  5578
9419,11150  8278  8229  6000  8275  11154  11161  4925  11151  1167
9420,5054  9988  2666  9972  5390  5359  99  21462  7888  5357
9421,19280  29824  15515  29831  11775  7465  31571  5501  19335  22382
9422,11343  11329  11326  11383  11401  11415  10620  11856  11407  10654
9423,9248  5636  23426  22339  4584  15510  1174  23420  14797  4695
9424,8614  5621  23420  1  4297  5622  7734  7812  14897  15613
9425,22607  3260  886  3241  21934  13352  8876  14159  22961  3090
9426,5041  9733  21648  16564  2346  23006  8859  8825  16566  2253
9427,7063  6679  7090  16034  16036  2572  6842  7018  16088  6344
9428,2327  14856  15016  15070  1041  9020  14983  14846  1506  1523
9429,9172  11260  11255  9048  370  371  2327  9171  1041  1890
9430,909  12288  1596  565  6274  18250  6272  12433  6273  3663
9431,371  8383  9909  2581  6272  2127  21846  8186  36287  6274
9432,8196  25140  8267  8254  6307  1216  8215  17282  545  957
9434,11089  11077  18250  25343  25077  25435  24993  24388  7643  7642
9435,30181  24323  6540  10984  29973  29987  30173  30177  29977  29972
9436,11259  11261  9215  11260  9206  9202  32719  11270  33283  9172
9437,26886  370  369  27495  19703  27852  25392  27978  25233  19704
9438,12105  22442  9256  12142  9257  23372  6111  11396  8197  12148
9439,11347  8306  8337  8338  10114  11401  10513  17332  10771  371
9440,32296  369  370  25566  371  17917  32275  20781  32579  15360
9441,11260  11259  11258  9172  9215  17282  11788  17334  25046  21815
9442,5583  1817  21090  1808  1967  1928  1946  26702  11007  8202
9443,22814  22812  12176  22820  29855  9065  9064  10726  10768  12217
9444,178  6273  6272  18250  7457  10941  14098  1399  9021  8967
9445,369  371  11347  11370  6272  11343  8971  9049  11902  11335
9446,6308  6310  9065  6294  9085  6221  9064  315  6293  9049
9447,371  27930  10773  13954  369  36784  5536  9048  11277  8961
9448,12116  12142  12176  12246  23546  23547  24310  11705  24308  24048
9450,14856  15016  15070  14983  15055  12893  29977  6408  9257  8982
9451,25661  30552  8305  1168  16418  25784  24915  25619  1946  10841
9452,8337  8338  17338  30591  17321  17312  8286  25784  17322  17335
9453,12094  12217  22441  22264  10752  8197  11277  6272  12288  22442
9454,2342  25391  2304  37781  26479  2581  8380  10917  21776  10884
9455,21879  21885  369  370  24332  31477  30872  371  31774  35483
9456,32955  16161  29855  21822  21805  21776  21841  29854  21751  21766
9457,12128  12233  12121  11146  12267  34696  12303  11121  34689  24859
9458,26709  14625  25512  31027  315  14659  34343  29974  19720  25246
9459,9031  8943  8948  1865  8920  9027  9053  21790  9093  264
9460,9065  9064  178  9086  9048  6272  15851  7398  9042  8961
9461,369  371  11866  6273  878  6274  5535  22269  17262  9221
9462,13816  13812  3258  3289  5882  5486  5528  23504  23952  6730
9463,10711  12105  12116  6221  6111  12176  5556  6270  11359  17098
9464,10513  1023  9221  23459  10536  10839  11399  11082  9049  21090
9465,1213  5648  6125  12456  6126  10673  5975  369  370  6235
9466,25808  14414  26033  30171  20546  24575  30173  31803  25077  35302
9467,369  371  1825  975  973  9049  6001  10689  6274  6000
9468,9085  9064  369  9017  8967  9020  9048  8978  275  10612
9469,6000  371  370  11132  369  5534  5535  5536  10995  26403
9470,10522  10306  10525  10532  10542  10527  10553  10548  10559  10513
9471,12142  12094  12148  12176  16113  7325  28139  12217  9047  11707
9472,17335  17320  17319  33364  17337  21826  17318  21729  23372  17341
9473,30195  16722  16704  23295  16752  16713  18148  16760  17819  18791
9474,11082  37507  10725  6294  6293  5556  25140  23840  28442  23844
9475,9128  4276  6263  2668  5586  9114  6222  20916  33844  6446
9476,12215  11254  12142  12148  9219  9049  1041  6272  8967  12176
9477,11508  22322  22437  22265  23372  23459  8195  11726  8197  19072
9478,12932  10074  6321  22343  2591  11150  24128  12933  10151  12934
9479,369  6001  1041  6540  10612  8978  8967  6630  6005  33730
9480,12215  9928  12105  9221  6662  6240  6275  6654  12094  563
9481,15518  22264  21762  32645  1506  23692  33555  1968  24028  1553
9482,30860  25187  30155  369  26394  371  26395  26172  24859  30164
9483,12215  12142  12094  12176  178  22322  12217  15518  6414  8967
9484,11426  11003  11399  11382  11329  11335  11343  7223  11082  10593
9485,4276  17094  6446  28804  6620  6204  968  29641  1359  8810
9486,5373  5370  6150  788  5531  12143  5532  11329  11335  3102
9487,178  371  9020  1041  9086  9078  11866  9064  10603  9018
9488,9078  15954  7457  18251  1795  7458  1933  24127  2327  31994
9489,14978  11329  18254  9080  8937  11343  12477  7949  8948  11347
9490,2341  13934  24128  9290  20667  37107  36889  20320  9078  22386
9491,9065  9086  2327  32806  17321  17319  17335  33723  26808  9078
9492,34641  21768  21769  35078  9078  26863  35566  1166  18733  7409
9493,12105  12148  12215  12142  9092  12094  8943  12246  8948  36722
9494,26907  24936  25249  14411  26084  24249  24598  24474  1929  24922
9495,2480  19703  36643  26483  35382  19704  25343  11101  22900  24993
9496,12105  12148  12176  9047  10698  10711  178  10725  370  8961
9497,8195  549  1799  975  30963  973  1796  12142  38009  6414
9498,9173  9191  9213  12115  9212  9214  12256  7303  16034  7238
9499,15654  11979  3350  3349  6842  2572  6344  6853  14923  10007
9500,15043  7081  340  11988  1682  2571  339  23405  680  3931
9501,15458  3095  8661  4693  340  17650  339  4275  5359  11161
9502,2556  11151  11154  11161  11152  4280  14891  2782  8569  5359
9503,4253  340  2662  1682  2556  11988  9622  799  2609  6321
9505,11988  11962  5360  8563  39  11960  4826  6990  309  4827
9506,17252  22228  7744  17221  17257  22187  22200  22153  7739  7895
9507,8277  8274  9085  9064  8219  8248  9086  315  8213  316
9508,27574  33471  25526  28307  26808  33163  32273  33737  27448  34247
9509,11261  11259  9202  20076  653  11267  20075  8963  35996  1166
9510,1225  11436  12248  10863  11003  12521  12973  22840  10752  1227
9512,23474  22269  23472  23473  24028  35483  10205  10128  31813  10281
9513,6270  11329  6111  11343  11347  6310  6309  6222  5556  7221
9514,35301  34457  10995  33543  35721  10940  35722  18004  17997  17835
9516,11370  14856  14988  9065  11383  11401  315  9086  6414  14841
9517,8306  8317  8335  8337  8286  35246  8338  24354  17338  17273
9518,8197  12956  12948  12215  10633  12148  11867  12105  12116  11505
9519,3670  11148  3101  4692  13222  9356  22702  22950  13261  29221
9521,12143  12163  12174  9637  17655  12204  15906  22608  22953  29221
9522,30893  19618  35096  11149  1895  22962  31657  95  19619  25392
9523,23929  7995  11078  30827  11089  23669  8015  22969  5828  23021
9524,3102  6414  29235  5577  5671  22736  4276  5670  14137  15906
9525,22701  3108  6032  9356  1667  30057  22970  3105  23792  1705
9526,11147  5577  11148  5671  6084  3671  5670  11329  22701  5724
9527,7607  15906  15912  7662  21920  11406  22666  22702  7804  370
9528,22701  11148  5960  9709  5671  5670  13222  30048  17033  3272
9529,5578  5671  6474  6408  5670  17654  4276  15906  5724  5914
9530,3102  5952  29221  11147  3239  3105  1225  3264  22736  11148
9531,928  929  240  15481  52  2518  18830  241  15482  18831
9532,16182  22971  16215  1667  11129  6547  26923  7992  6083  1440
9533,9659  15891  15912  1044  19619  13221  3264  22265  11383  8937
9534,7990  8034  34919  1573  31299  31898  7991  33123  22639  8012
9535,5671  11335  11359  11347  5670  11343  11383  11326  5724  5914
9536,8043  17655  15304  11367  2020  29221  5577  12198  11379  1894
9537,16196  33543  11675  7903  11674  30996  29221  30995  15906  34078
9538,12143  17415  17429  12163  22950  17444  12174  11335  22974  11326
9539,20711  3310  7992  29221  8036  12198  8011  6561  3102  1849
9540,5578  15906  5671  22608  5670  5828  11148  12128  6439  5724
9541,7303  6414  7304  15451  7371  6474  4276  7438  7372  7439
9542,22820  22805  34696  22825  22807  32159  22814  32298  34689  22816
9543,2327  1168  2129  1892  2125  1817  8252  1928  2395  31681
9544,28610  28601  15073  31260  18534  18548  28611  23354  22004  22354
9545,14931  7101  5527  7102  21464  6987  21614  5482  15763  5882
9546,2918  18502  8748  9622  3381  2609  3697  9960  12833  5334
9547,6658  6277  6226  13775  11154  11151  6865  6392  6664  15726
9548,6114  5699  6116  17433  17430  17214  17219  5532  17334  10792
9549,9181  9178  5486  9190  9214  5482  9264  9173  5528  8586
9550,22969  22701  3104  14137  9356  12128  30052  12174  13226  13261
9551,17820  2181  17821  16572  16573  16770  16690  17824  16751  16703
9552,3289  15304  3333  1376  9676  11149  9675  967  3258  3280
9553,14880  14916  11150  7229  11154  6968  150  11161  13849  11151
9554,3102  3105  22736  29235  3289  13221  9675  22950  15401  5671
9555,9352  10983  22962  22950  10650  22606  22566  22974  3274  22989
9556,6184  6165  6215  2522  983  6217  6216  536  2523  6174
9557,12481  12477  12474  7948  11150  11329  7949  397  11335  12495
9558,9676  22652  15540  9677  18513  1333  22684  13241  18478  22722
9559,10087  10094  10135  7213  10153  10112  10159  676  153  10214
9560,15060  6151  5361  5370  5448  5406  5373  5404  15624  5461
9561,31935  27698  8435  33500  24716  18907  30586  26409  24932  31937
9562,12009  15653  15470  3349  11150  4111  928  11152  11154  2517
9564,387  4232  11979  486  1117  485  3155  3671  12009  3349
9565,11150  11152  11161  6850  4280  12620  6869  7207  6878  9260
9566,21922  21920  15912  15906  26170  15891  11966  27680  26751  3605
9567,886  16540  22730  6414  6408  18183  13021  13217  1162  4276
9568,15868  13386  15870  15822  639  29220  6408  9636  3086  6414
9569,23541  13832  15344  2307  14028  1817  13449  14001  26479  26378
9570,2307  23793  3280  2288  2257  9704  8523  6769  2241  5054
9571,20944  18390  25435  22647  6083  35012  25842  14483  22970  20554
9572,10770  26003  14583  17313  10637  24942  10820  14486  7439  24941
9573,6652  6854  6853  29751  6852  4688  9212  6855  14900  29740
9574,35775  23729  26714  33077  23726  24763  14589  33850  32325  33355
9575,9178  9191  9213  17127  5388  286  9214  15685  8073  4230
9576,8237  10894  3671  10927  8265  4185  8251  10979  10982  7981
9577,9124  3298  10230  1737  10345  2668  1704  3333  3259  8007
9578,29221  5577  3104  17654  5670  1043  3105  1023  29235  5914
9579,5578  5671  6073  5670  11359  5828  11383  14142  11347  23780
9580,1607  7536  19479  15517  19802  7432  76  7311  4888  7310
9581,5561  17623  19177  19175  1180  29050  11445  11447  11384  19176
9582,4107  3258  3420  17630  11747  6874  6060  3275  6405  414
9583,8625  8626  18581  21138  6353  2805  14143  8631  6321  2629
9584,5527  5486  15836  23396  3074  10482  211  2837  1897  10505
9585,7490  15868  12287  6359  6123  15821  6512  12448  23979  6766
9586,5578  5482  5670  295  5914  10739  5724  12082  9190  9191
9587,2391  15887  29083  4874  4906  13985  7929  2591  17183  21628
9588,11146  15868  15870  15774  23349  4601  15798  639  654  11973
9589,8856  16297  2255  13261  9719  2215  8304  25679  2118  2220
9590,21919  13816  1194  5054  2116  21463  22666  8007  99  22656
9591,8306  8317  2206  8335  8321  8337  13623  11932  8338  17338
9592,10834  13221  4588  19068  10913  13462  13222  9677  10798  1123
9593,21919  15891  23300  23021  22949  30157  27562  11147  16663  16722
9594,7661  33643  7662  12303  3110  7660  34862  7914  7851  5983
9595,30448  32824  23474  16170  22848  962  16116  8139  30449  13863
9596,17385  17198  13537  17432  11370  11401  11359  11147  11347  1278
9597,20380  33317  20510  13267  33821  26294  25474  34589  35836  3259
9598,3102  9257  22701  10851  29221  5670  1227  22977  2119  1667
9599,23760  1377  3298  37599  25091  21802  27101  24881  6613  6439
9600,25696  25691  1774  2205  23012  23006  4853  13614  10968  14834
9601,18390  3333  1660  14142  3298  6083  1848  3289  29189  1376
9602,23006  9702  2255  23819  13221  12505  5040  2307  8001  1849
9603,5122  2229  25713  1549  1229  1230  13665  17334  13661  5317
9604,1894  2020  1955  6083  30784  23762  1849  32212  1962  29252
9605,1881  1962  2072  5960  9356  6650  2040  2195  3302  1849
9606,2143  3333  8001  1377  5871  2119  3797  4692  1667  22969
9607,1347  2051  13606  7669  21225  18617  1657  19370  4962  7496
9608,13401  7673  17524  7867  31420  13132  4853  30208  7672  7423
9609,15517  11148  17176  2216  15897  11147  15909  9734  8862  4260
9610,911  1598  25777  11433  12553  23389  22655  30425  7649  12534
9611,2558  15615  7304  7239  9956  8907  7945  23344  7603  7498
9612,27340  27518  13671  26501  15956  4827  27893  21732  27509  21718
9613,21920  15891  15887  7723  11147  11756  21919  14895  4588  9677
9614,5448  5697  7723  4691  5406  417  8564  5461  4925  7881
9615,9742  4142  6546  949  471  29139  3058  11770  7356  18647
9616,11753  987  950  22957  3892  3410  1687  11909  22984  3053
